,tweet,subtask_a
388, because  of americans are too lazy to vote nonvoters skew liberal and too many liberals who do vote throw their vote away on rd party losers next question,OFF
389, i can't wait to see his maga tat across his chest with a picture of mueller,NOT
390, i'm sure he doesn't call his gated community's private security firm bull connors though it's funny now liberals love privatization of police,OFF
391, wonder how many children he molested,OFF
392, you are amazing i admire you so much for always being able to raise above the ugliness amp hatred you show us what grace is,NOT
393, oh you are in england your views on gun control stopped mattering in ,OFF
394, this is the antifa party amp all of a sudden they expect us to believe they care about anyone besides themselves nope,OFF
395,antifa caught off guard after getting confronted by the last person they  via ,NOT
396, ouch,OFF
397, wonder if he apologized to diamond and silk for calling them a “minstrel show” he should have been fired but there he is making faces,OFF
398, which is why it’s awesome that kavanaugh didn’t shake that gun control dads hand sorry for kid was killed by a gun but it’s not the future judges fault it happened omg white people in cities are silly,OFF
399, john podesta is a spirit cooking pedo here's a photo of him and valerie jarrett in a rather compromising situation ,OFF
400, somebody's terrified what will happen when the public knows the about what you've been doing ,NOT
401, i love the way this pisses off liberals ,OFF
402, was i bet you are still into sloaneshe is pretty awesome,NOT
403, my auto correct gggrrr she is a crazy witch,OFF
404, when i turned the speech on it sounded to me like liberals becoming another nasty party with his personal attacks on various individuals,OFF
405, crap andor  like  or and used as a weapon  missed anything maybe ,NOT
406, who she thinks she is to talk to a referee like that and expect everyone to support her or treat her specially,NOT
407, another negative democrat who refuses to disappear,OFF
408, as my elected mp could you please explain why is still promoting ideas that the eu have already rejected we've  months to go and nothing appears to be moving onward are like the blind leading the blind ,OFF
409, getting out of the paris climate agreement is what m voters wanted obama committed us to b towards that agreement we keep paying for the third world countries and we are going broke it does not help when places like cal have m illegals either,NOT
410, he’s gonna tip him two new assholes,NOT
411, so she can’t be effected by the radiation but killed i hope he mentions lady gaga witch since she is the only known immortal witch and supreme,OFF
412, he mike what country are you living in my country is a constitutional republic not a democracy,NOT
413, election season trump my dick is the most magnificent dick just tremendous leftists prove it you russian puppet trump whips dick out in fit of senility conservatives vote trump to victory,OFF
414, the problem of the one and the many in gun control  ,NOT
415, interesting when demoncraps aren't even inventive enough to create their own cartoons this is originally put out by republicans  liberals are the koolaide drinkers and always have been liberals are also the scum of the earth and prove it daily through their lies,OFF
416, can you believe we just had a president with a fake id,NOT
417,old article but its going to be relevant very soon ,NOT
418, he needs to go just as joe p did,NOT
419, all of them ,NOT
420, i don't think you have a clue what leadership and liberals have the temperament of  year old children being told noyou have the intellectual brilliance of a goat please stop tweeting tds is making look quite the fool,NOT
421, as a gun control leftist i'd rather a child had a responsible parent that locked the front door and didnt let her get involved in the neighbors dv shir if the  was where she could grab it but couldnt leavem shes lucky he didnt find it first,NOT
422,someone please show this and front and center tonight unless we get the declass out today ,NOT
