,tweet
1167, poorly worded but he's not talking about the actual shooting he means the aftermath with the gun control aspect
1168, she is in witness protection i wish this cow had a mobile phone so she could call other cows and share her escape 
1170, need more ladies to spread out their pussy's on cam 
1172, wow you really think this works i am going to tell my wife she is going to hell lol
1173, how he is still batting
1177, antifa democrats are gonna pay so yuge in november it will be the final nail in the coffin you are fruitcake trust funded fakenews journalism
1183, good bitch the hood missed you crazy thing is i just was saying how em smoke out by your house used to be lit everyday
1190, what dos this have to do with the nra california has lot and lots of worthless gun control laws already gun control does not work because crazy people don’t obey the law
1191, bitch i just posted about that kdksksks i hope you get better soon
1197, lol you escaped some shit then even if i don't regret watching it for a minute 
1198, i know who she is but i've never seen her watch a benfica games this takes shit to a new level
1205,more than likely she forgot because her mental capacity is dropping each and everyday this woman is not fit to serve any longer just like she said trump was not remember she is part of the problems and not a solution at all maga 
